168124327,0,玻利维亚,2,0
168064986,0,乌拉圭,2,0
168627417,168064986,卡内洛内斯省,3,0
181114076,168627417,拉斯彼德拉斯,4,0
181818881,168627417,海岸城,4,0
168640048,168064986,塞罗拉尔戈省,3,0
214636136,168640048,梅洛,4,0
168735451,168064986,阿蒂加斯省,3,0
168074974,0,古巴,2,0
168118151,0,文莱,2,0
168123680,0,爱沙尼亚,2,0
168144568,0,赞比亚,2,0
168083568,0,圣卢西亚,2,0
168116342,0,库拉索,2,0
168126024,0,皮特凯恩群岛,2,0
168141645,0,西班牙,2,0
253292701,168141645,休达,3,0
253302961,168141645,加利西亚,3,0
291065304,253302961,卡马里尼亚斯,4,0
292871158,253302961,塞埃,4,0
293178831,253302961,奥格罗韦,4,0
293203394,253302961,奥莱罗斯,4,0
293383183,253302961,尼格兰,4,0
293811734,253302961,库列雷多,4,0
296609039,253302961,梅利德,4,0
296681627,253302961,欧特斯,4,0
297062486,253302961,洛萨梅,4,0
297743616,253302961,穆加尔多斯,4,0
298361665,253302961,莫阿尼亚,4,0
298953374,253302961,菲尼斯特雷,4,0
299496104,253302961,萨里亚,4,0
300069451,253302961,蒙福尔特德莱莫斯,4,0
302332610,253302961,阿尔沃,4,0
253303303,168141645,加那利群岛,3,0
313701908,253303303,伊科德洛斯维诺斯,4,0
314072368,253303303,劳罗塔瓦,4,0
314409130,253303303,圣克鲁斯-德特内里费,4,0
314414613,253303303,圣卢西亚,4,0
314421457,253303303,圣塞瓦斯蒂安德拉戈梅拉,4,0
314719596,253303303,坎德拉里亚,4,0
314955282,253303303,塔科龙特,4,0
315347038,253303303,布埃纳维斯塔德尔诺尔特,4,0
316460597,253303303,拉斯帕尔马斯,4,0
316499679,253303303,拉马坦萨德亚森特霍,4,0
316674860,253303303,普埃尔托德拉克鲁斯,4,0
316816402,253303303,格拉纳迪利亚德亚沃纳,4,0
317083601,253303303,洛斯利亚诺斯德亚里达内,4,0
317086046,253303303,洛斯雷亚莱霍斯,4,0
317177032,253303303,特尔德,4,0
317195894,253303303,特罗尔,4,0
320865679,253303303,阿德赫,4,0
321010491,253303303,阿罗纳,4,0
253319879,168141645,卡斯蒂利亚-拉曼恰,3,0
336645015,253319879,代米耶尔,4,0
336649771,253319879,伊列斯卡斯,4,0
336674149,253319879,伊涅斯塔,4,0
336770816,253319879,佩皮诺,4,0
338696460,253319879,博拉尼奥斯德卡拉特拉瓦,4,0
339131665,253319879,卡瓦尼利亚斯德尔坎波,4,0
343529226,253319879,坎波德克里普塔纳,4,0
344047365,253319879,埃林,4,0
344168055,253319879,塔兰孔,4,0
344193755,253319879,塔拉韦拉德拉雷纳,4,0
344381432,253319879,奥尔加斯,4,0
344521514,253319879,孔苏埃格拉,4,0
347143651,253319879,托梅略索,4,0
348061830,253319879,拉瓜尔迪亚,4,0
348139095,253319879,拉罗达,4,0
348594906,253319879,昆卡,4,0
348605950,253319879,明拉尼利亚,4,0
